company,specific_origin,REF,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin,Blend
Duffy's,Star of Peru,523,2010,70.0,England,3.75,,Peru,0
Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25,,Dominican Republic,0
Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,0
Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,0
Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,,Dominican Republic,0
Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,0
Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,,Ecuador,0
East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,,Peru,0
East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,0
East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,,Dominican Republic,0
Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,,Colombia,0
Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,,Colombia,0
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru,0
Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,0
El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,,Bolivia,0
El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,,Bolivia,0
El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,,Venezuela,0
El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,0
El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,0
El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,0
El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,0
El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,0
El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,0
Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,,St Lucia,0
Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,,St Lucia,0
Emily's,Patanemo,1450,2015,79.0,Japan,3.0,,Venezuela,0
Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,0
ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25,,Honduras,0
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,"Sao Tome,Principe",0
Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,0
Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,0
Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,0
Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,0
Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,,Costa Rica,0
Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,0
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75,,"Costa Rica,Venezuela",1
Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,0
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5,,"Peru,Madagascar",0
Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad,0
Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela,0
Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,,,0
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5,,"Venezuela,Trinidad",0
Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize,0
Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,,Ecuador,0
Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,,Dominican Republic,0
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75,,Brazil,0
Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,,Jamaica,0
Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,,Venezuela,0
Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,0
Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,0
Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,,,0
Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,0
Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,0
Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,0
Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,0
Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,0
Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,,Puerto Rico,0
Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,,Dominican Republic,0
Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,,Dominican Republic,0
Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,,Dominican Republic,0
Forever Cacao,Rio Eni,1267,2014,72.0,England,2.75,Criollo,Peru,0
Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,,Dominican Republic,0
Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,,Dominican Republic,0
Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,,Madagascar,0
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,,Ecuador,0
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania,0
Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,,Venezuela,0
Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,,Venezuela,0
Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,,Venezuela,0
Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,,Venezuela,0
Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,,Costa Rica,0
Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,,Peru,0
Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,0
Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,0
Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,0
French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5,,Peru,0
French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,,Guatemala,0
French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,,Costa Rica,0
French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25,,Nicaragua,0
French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,U.S.A.,3.5,,Peru,0
French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru,0
French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,U.S.A.,3.5,,Peru,0
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,U.S.A.,2.0,,Peru,0
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
French Broad,La Red,785,2011,65.0,U.S.A.,3.5,,Dominican Republic,0
Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,0
Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,U.S.A.,3.25,,Dominican Republic,0
Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,U.S.A.,3.75,,Dominican Republic,0
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,U.S.A.,3.75,,Peru,0
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru,0
Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,U.S.A.,3.5,,Papua New Guinea,0
Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,U.S.A.,3.5,,Papua New Guinea,0
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,0
Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,0
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,0
Fresco,"Ghana, #211, MR, MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana,0
Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,0
Fresco,"Conacado, #212, LR, SC",642,2011,72.0,U.S.A.,3.5,,Dominican Republic,0
Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,0
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,0
Fresco,"Conacado, #213, DR, -C",682,2011,72.0,U.S.A.,3.25,,Dominican Republic,0
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,0
Fresco,"Chuao, #218, MR, MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,0
Fresco,"Chuao, #217, DR, MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,0
Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,0
Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,0
Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,0
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,0
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,,Nicaragua,0
Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,,Nicaragua,0
Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,,Nicaragua,0
Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,,Nicaragua,0
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,,Nicaragua,0
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,,Nicaragua,0
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras,0
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,,Nicaragua,0
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,0
Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,0
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica,0
Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad,0
Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru,0
Fruition,La Red,1046,2013,70.0,U.S.A.,3.75,,Dominican Republic,0
Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0,,Ecuador,0
Fruition,Peru,863,2012,70.0,U.S.A.,2.5,,Peru,0
Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,1
Fruition,Costa Rica,781,2011,70.0,U.S.A.,3.0,,Costa Rica,0
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,Hawaii,0
Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar,0
Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,0
Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Dominican Republic,0
Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Dominican Republic,0
Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar,0
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,U.S.A.,3.5,,Belize,0
Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil,0
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,U.S.A.,2.75,,Mexico,0
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,U.S.A.,3.25,,Nicaragua,0
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,U.S.A.,3.25,,Guatemala,0
Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,0
Green & Black's (ICAM),Dark,15,2006,70.0,England,2.5,,,0
Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,,Madagascar,0
Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,0
Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,0
Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,0
Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,0
Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,0
Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,,"Trinidad,Tobago",0
Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,,Venezuela,1
Guido Castagna,Blend,355,2009,64.0,Italy,3.25,,"Venezuela,Trinidad,Ecuador",1
Guittard,"Epique, Blend No. 49",1602,2015,70.0,U.S.A.,3.75,,,1
Guittard,Haiti,1053,2013,65.0,U.S.A.,2.75,,Haiti,0
Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75,,Nicaragua,0
Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica,0
Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5,,Ecuador,0
Guittard,Coucher du Soleil,654,2011,72.0,U.S.A.,2.75,,,0
Guittard,Lever du Soleil,654,2011,61.0,U.S.A.,3.25,,,0
Guittard,Onyx,654,2011,72.0,U.S.A.,3.25,,,0
Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad,0
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,U.S.A.,3.0,,Hawaii,0
Guittard,Nocturne,387,2009,91.0,U.S.A.,3.0,,,0
Guittard,Complexite,387,2009,70.0,U.S.A.,3.5,Blend,,0
Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0,,Peru,0
Guittard,Special Maker Reserve,276,2008,64.0,U.S.A.,3.0,,,0
Guittard,Ocumare,276,2008,65.0,U.S.A.,3.5,,Venezuela,0
Guittard,Quetzalcoatl,147,2007,72.0,U.S.A.,3.5,Blend,,0
Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia,0
Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,0
Guittard,"Sambirano, Ambanja",87,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar,0
Guittard,"Los Rios, Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador,0
Guittard,Tsaranta,93,2006,61.0,U.S.A.,3.5,Blend,,0
Guittard,Semisweet,99,2006,61.0,U.S.A.,3.0,Blend,,0
Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,,Papua New Guinea,0
Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,,,0
Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,,Dominican Republic,0
Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario,,0
Habitual,Downtown London,1201,2014,65.0,Canada,2.75,,,0
Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,,,0
Habitual,Amazonas,1201,2014,80.0,Canada,3.0,,,0
Habitual,Sharkey,1201,2014,66.0,Canada,3.25,,Hawaii,0
Habitual,one hundred,1205,2014,100.0,Canada,2.0,,,0
Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,0
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,0
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,0
Haigh,South America and Africa,701,2011,70.0,Australia,3.0,,"South America,Africa",0
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,U.S.A.,3.25,,Brazil,0
Harper Macaw,Brazil Blend,1696,2015,67.0,U.S.A.,3.0,,Brazil,1
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,U.S.A.,3.5,,Brazil,0
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,U.S.A.,3.5,,Brazil,0
Heilemann,Peru,1876,2016,64.0,Germany,2.75,,Peru,0
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,U.S.A.,3.25,Amazon,Belize,0
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica,0
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia,0
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,U.S.A.,3.0,Beniano,Bolivia,0
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,U.S.A.,3.75,EET,Ecuador,0
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,U.S.A.,3.75,,Hawaii,0
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,U.S.A.,3.5,,Hawaii,0
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,U.S.A.,3.5,EET,Ecuador,0
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,U.S.A.,3.5,EET,Ecuador,0
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia,0
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,U.S.A.,4.0,Beniano,Bolivia,0
hello cocoa,Uganda,1458,2015,57.0,U.S.A.,2.75,Forastero,Uganda,0
hello cocoa,Venezuela,1462,2015,74.0,U.S.A.,3.5,Criollo,Venezuela,0
hexx,Tanzania,1546,2015,70.0,U.S.A.,2.75,,Tanzania,0
hexx,Madagascar,1546,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar,0
hexx,Venezuela,1546,2015,70.0,U.S.A.,3.0,,Venezuela,0
hexx,Ecuador,1550,2015,73.0,U.S.A.,3.25,,Ecuador,0
hexx,Peru,1550,2015,70.0,U.S.A.,3.25,,Peru,0
Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar,0
Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,0
Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,Dominican Republic,0
Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru,0
Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,0
Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,0
Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,0
Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,0
Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,0
Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,,Peru,0
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,,Ecuador,0
Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar,0
Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad,0
Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,,Venezuela,0
Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,,Ivory Coast,0
Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,,Dominican Republic,0
Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,,Peru,0
Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75,,Dominican Republic,0
Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5,,Ecuador,0
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,England,2.75,,St Lucia,0
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.0,England,4.0,Trinitario,St Lucia,0
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,England,1.75,Trinitario,St Lucia,0
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,England,3.0,Trinitario,Trinidad,0
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,England,3.5,Trinitario,Vietnam,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,England,3.0,Forastero (Nacional),Ecuador,0
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,England,3.0,Trinitario,Madagascar,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,England,3.5,Forastero (Nacional),Ecuador,0
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,England,2.75,,Peru,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,England,2.5,Forastero (Nacional),Ecuador,0
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,England,2.75,,Dominican Republic,0
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,England,3.5,"Trinitario, Criollo",Madagascar,0
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,England,3.0,Forastero (Nacional),Ecuador,0
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,England,3.0,Trinitario,St Lucia,0
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,England,3.25,Trinitario,St Lucia,0
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70.0,England,2.75,,Ecuador,0
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,England,3.0,,Dominican Republic,0
Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,England,2.75,Trinitario,Venezuela,0
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,England,3.0,,St Lucia,0
Hotel Chocolat (Coppeneur),Uganda,296,2008,80.0,England,2.5,Forastero,Uganda,0
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,England,2.75,,Tanzania,0
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,England,3.0,Forastero,Sao Tome,0
Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,Trinitario,Vietnam,0
Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,0
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,0
Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,Trinitario,Nicaragua,0
Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,Trinitario,Dominican Republic,0
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5,,Dominican Republic,0
Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela,0
Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,Forastero,Venezuela,0
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.0,Switzerland,3.75,Trinitario,Venezuela,0
Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,Criollo,Venezuela,0
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.0,Switzerland,3.75,,Venezuela,0
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.0,Switzerland,3.25,Criollo,Venezuela,0
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.0,Switzerland,3.75,Criollo,Venezuela,0
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.0,Switzerland,4.0,Criollo,Venezuela,0
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.0,Switzerland,3.5,Criollo,Venezuela,0
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70.0,Switzerland,4.0,Trinitario,Venezuela,0
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.0,Switzerland,4.0,Criollo,Venezuela,0
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.0,Switzerland,4.0,,Venezuela,0
Indah,India (south),1788,2016,61.0,India,2.5,,India,0
